"YEAR","MONTH","NDC","RXCUI","ATC4"
1951,03,"0002-1407-01",853004,"C01BA"
2014,11,"0002-1433-61",1551300,"A10BJ"
2014,11,"0002-1433-80",1551300,"A10BJ"
2014,11,"0002-1434-61",1551306,"A10BJ"
2014,11,"0002-1434-80",1551306,"A10BJ"
2016,03,"0002-1445-09",1745108,"L04AC"
2016,03,"0002-1445-11",1745108,"L04AC"
2016,03,"0002-1445-27",1745108,"L04AC"
2016,04,"0002-1445-61",1745108,"L04AC"
2011,03,"0002-1975-61",1599948,"G03BA"
2011,03,"0002-1975-90",1599948,"G03BA"
2003,01,"0002-3227-07",352317,"N06BA"
2003,01,"0002-3227-30",352317,"N06BA"
2003,01,"0002-3228-07",352319,"N06BA"
2003,01,"0002-3228-30",352319,"N06BA"
2003,01,"0002-3229-07",352320,"N06BA"
2003,01,"0002-3229-30",352320,"N06BA"
2007,04,"0002-3230-30",725080,"N06AB"
2007,04,"0002-3230-30",725080,"N05AH"
2004,01,"0002-3231-30",403969,"N06AB"
2004,01,"0002-3231-30",403969,"N05AH"
2004,01,"0002-3232-30",403970,"N06AB"
2004,01,"0002-3232-30",403970,"N05AH"
2004,01,"0002-3233-30",725072,"N06AB"
2004,01,"0002-3233-30",725072,"N05AH"
2004,01,"0002-3234-30",403971,"N06AB"
2004,01,"0002-3234-30",403971,"N05AH"
2004,08,"0002-3235-60",596928,"N06AX"
2003,01,"0002-3238-07",352318,"N06BA"
2003,01,"0002-3238-30",352318,"N06BA"
2003,01,"0002-3239-07",352321,"N06BA"
2003,01,"0002-3239-30",352321,"N06BA"
2004,08,"0002-3240-30",596932,"N06AX"
2004,08,"0002-3240-90",596932,"N06AX"
2005,08,"0002-3250-07",617947,"N06BA"
2005,08,"0002-3250-30",617947,"N06BA"
2005,08,"0002-3251-30",617945,"N06BA"
2010,01,"0002-3270-04",615186,"N06AX"
2010,01,"0002-3270-30",615186,"N06AX"
1997,06,"0002-4112-30",212405,"N05AH"
1996,10,"0002-4115-30",153046,"N05AH"
1996,10,"0002-4116-30",153047,"N05AH"
1996,10,"0002-4117-30",153048,"N05AH"
2016,12,"0002-4184-02",1490067,"G03XC"
2016,12,"0002-4184-07",1490067,"G03XC"
2016,12,"0002-4184-30",1490067,"G03XC"
2000,01,"0002-4415-30",261337,"N05AH"
2001,03,"0002-4420-30",284514,"N05AH"
2000,06,"0002-4453-85",754506,"N05AH"
2000,06,"0002-4454-85",754503,"N05AH"
2001,09,"0002-4455-85",754504,"N05AH"
2001,09,"0002-4456-85",754505,"N05AH"
2003,11,"0002-4462-30",404711,"G04BE"
2008,01,"0002-4462-34",404711,"G04BE"
2008,01,"0002-4462-61",404711,"G04BE"
2003,11,"0002-4463-30",402096,"G04BE"
2003,11,"0002-4464-01",402097,"G04BE"
2003,11,"0002-4464-30",402097,"G04BE"
2008,01,"0002-4465-34",762660,"G04BE"
2012,03,"0002-5121-30",855820,"B01AC"
2012,03,"0002-5121-52",855820,"B01AC"
2012,03,"0002-5123-07",855816,"B01AC"
2012,03,"0002-5123-30",855816,"B01AC"
2012,03,"0002-5123-77",855816,"B01AC"
2014,08,"0002-5800-62",895019,"N06BA"
2014,08,"0002-5801-62",895021,"N06BA"
2014,08,"0002-5802-62",895024,"N06BA"
1993,12,"0002-7140-01",108911,"B01AC"
2017,02,"0002-7190-01",1872479,"L01XC"
1987,04,"0002-7335-11",207834,"H01AC"
1996,05,"0002-7501-01",1719013,"L01BC"
1996,05,"0002-7502-01",1719013,"L01BC"
1996,07,"0002-7510-01",865098,"A10AB"
1996,07,"0002-7510-01",865098,"A10AC"
1996,07,"0002-7510-01",865098,"A10AD"
1996,07,"0002-7510-17",865098,"A10AB"
1996,07,"0002-7510-17",865098,"A10AC"
1996,07,"0002-7510-17",865098,"A10AD"
1996,07,"0002-7510-99",865098,"A10AB"
1996,07,"0002-7510-99",865098,"A10AC"
1996,07,"0002-7510-99",865098,"A10AD"
2000,10,"0002-7511-01",752388,"A10AB"
2000,10,"0002-7511-01",752388,"A10AC"
2000,10,"0002-7511-01",752388,"A10AD"
2007,12,"0002-7511-99",752388,"A10AB"
2007,12,"0002-7511-99",752388,"A10AC"
2007,12,"0002-7511-99",752388,"A10AD"
2006,02,"0002-7512-01",731281,"A10AB"
2006,02,"0002-7512-01",731281,"A10AC"
2006,02,"0002-7512-01",731281,"A10AD"
2006,10,"0002-7512-99",731281,"A10AB"
2006,10,"0002-7512-99",731281,"A10AC"
2006,10,"0002-7512-99",731281,"A10AD"
2000,07,"0002-7516-59",865098,"A10AB"
2000,07,"0002-7516-59",865098,"A10AC"
2000,07,"0002-7516-59",865098,"A10AD"
2000,07,"0002-7516-99",1652640,"A10AB"
2000,07,"0002-7516-99",1652640,"A10AC"
2000,07,"0002-7516-99",1652640,"A10AD"
2004,04,"0002-7597-01",545353,"N05AH"
2004,02,"0002-7623-01",1728079,"L01BA"
2010,03,"0002-7635-11",1718932,"N05AH"
2010,03,"0002-7636-11",1718932,"N05AH"
2010,03,"0002-7637-11",1718932,"N05AH"
2008,01,"0002-7640-01",1728079,"L01BA"
2014,04,"0002-7669-01",1657781,"L01XC"
2014,04,"0002-7678-01",1657781,"L01XC"
2015,05,"0002-7712-27",1652242,"A10AB"
2015,05,"0002-7712-27",1652242,"A10AC"
2015,05,"0002-7712-27",1652242,"A10AD"
2017,10,"0002-7712-61",1652242,"A10AB"
2017,10,"0002-7712-61",1652242,"A10AC"
2017,10,"0002-7712-61",1652242,"A10AD"
2015,05,"0002-7712-99",1652242,"A10AB"
2015,05,"0002-7712-99",1652242,"A10AC"
2015,05,"0002-7712-99",1652242,"A10AD"
2017,10,"0002-7714-59",1926332,"A10AB"
2017,10,"0002-7714-59",1926332,"A10AC"
2017,10,"0002-7714-59",1926332,"A10AD"
2017,10,"0002-7714-61",1926332,"A10AB"
2017,10,"0002-7714-61",1926332,"A10AC"
2017,10,"0002-7714-61",1926332,"A10AD"
2016,06,"0002-7715-59",1736863,"A10AE"
2016,07,"0002-7715-63",1736863,"A10AE"
2015,11,"0002-7716-01",1723750,"L01XC"
2016,03,"0002-7724-09",1745114,"L04AC"
2016,03,"0002-7724-11",1745114,"L04AC"
2016,03,"0002-7724-27",1745114,"L04AC"
1999,03,"0002-8031-01",310497,"H04AA"
2006,01,"0002-8147-01",729234,"H01AC"
2006,01,"0002-8148-01",582971,"H01AC"
2006,01,"0002-8149-01",582976,"H01AC"
1983,06,"0002-8215-01",311036,"A10AB"
1983,06,"0002-8215-01",311036,"A10AC"
1983,06,"0002-8215-01",311036,"A10AD"
1983,06,"0002-8215-01",311036,"A10AE"
1983,06,"0002-8215-01",311036,"A10AF"
2009,12,"0002-8215-17",311036,"A10AB"
2009,12,"0002-8215-17",311036,"A10AC"
2009,12,"0002-8215-17",311036,"A10AD"
2009,12,"0002-8215-17",311036,"A10AE"
2009,12,"0002-8215-17",311036,"A10AF"
1999,01,"0002-8215-99",311036,"A10AB"
1999,01,"0002-8215-99",311036,"A10AC"
1999,01,"0002-8215-99",311036,"A10AD"
1999,01,"0002-8215-99",311036,"A10AE"
1999,01,"0002-8215-99",311036,"A10AF"
2008,10,"0002-8400-01",1435117,"H05AA"
2008,10,"0002-8400-99",1435117,"H05AA"
1997,01,"0002-8501-01",351859,"A10AB"
1997,01,"0002-8501-01",351859,"A10AC"
1997,01,"0002-8501-01",351859,"A10AD"
1997,01,"0002-8501-01",351859,"A10AE"
1997,01,"0002-8501-01",351859,"A10AF"
1989,06,"0002-8715-01",106892,"A10AB"
1989,06,"0002-8715-01",106892,"A10AC"
1989,06,"0002-8715-01",106892,"A10AD"
1989,06,"0002-8715-01",106892,"A10AE"
1989,06,"0002-8715-01",106892,"A10AF"
2011,04,"0002-8715-17",106892,"A10AB"
2011,04,"0002-8715-17",106892,"A10AC"
2011,04,"0002-8715-17",106892,"A10AD"
2011,04,"0002-8715-17",106892,"A10AE"
2011,04,"0002-8715-17",106892,"A10AF"
1993,08,"0002-8715-99",106892,"A10AB"
1993,08,"0002-8715-99",106892,"A10AC"
1993,08,"0002-8715-99",106892,"A10AD"
1993,08,"0002-8715-99",106892,"A10AE"
1993,08,"0002-8715-99",106892,"A10AF"
2008,01,"0002-8797-59",259111,"A10AB"
2008,01,"0002-8797-59",259111,"A10AC"
2008,01,"0002-8797-59",259111,"A10AD"
2017,10,"0002-8797-61",847254,"A10AB"
2017,10,"0002-8797-61",847254,"A10AC"
2017,10,"0002-8797-61",847254,"A10AD"
2008,01,"0002-8797-99",752388,"A10AB"
2008,01,"0002-8797-99",752388,"A10AC"
2008,01,"0002-8797-99",752388,"A10AD"
2008,01,"0002-8798-59",731281,"A10AB"
2008,01,"0002-8798-59",731281,"A10AC"
2008,01,"0002-8798-59",731281,"A10AD"
2008,01,"0002-8798-99",731281,"A10AB"
2008,01,"0002-8798-99",731281,"A10AC"
2008,01,"0002-8798-99",731281,"A10AD"
2008,01,"0002-8799-59",865098,"A10AB"
2008,01,"0002-8799-59",865098,"A10AC"
2008,01,"0002-8799-59",865098,"A10AD"
2017,10,"0002-8799-61",1652640,"A10AB"
2017,10,"0002-8799-61",1652640,"A10AC"
2017,10,"0002-8799-61",1652640,"A10AD"
2008,01,"0002-8799-99",865098,"A10AB"
2008,01,"0002-8799-99",865098,"A10AC"
2008,01,"0002-8799-99",865098,"A10AD"
2013,11,"0002-8803-59",847189,"A10AB"
2013,11,"0002-8803-59",847189,"A10AC"
2013,11,"0002-8803-59",847189,"A10AD"
2013,11,"0002-8803-59",847189,"A10AE"
2013,11,"0002-8803-59",847189,"A10AF"
2015,04,"0002-8803-61",847189,"A10AB"
2015,04,"0002-8803-61",847189,"A10AC"
2015,04,"0002-8803-61",847189,"A10AD"
2015,04,"0002-8803-61",847189,"A10AE"
2015,04,"0002-8803-61",847189,"A10AF"
2016,03,"0002-8824-27",1731317,"A10AB"
2016,03,"0002-8824-27",1731317,"A10AC"
2016,03,"0002-8824-27",1731317,"A10AD"
2016,03,"0002-8824-27",1731317,"A10AE"
2016,03,"0002-8824-27",1731317,"A10AF"
2016,10,"0002-8926-01",1855744,"L01XC"
2016,05,"0003-0011-01",1793884,"J05AP"
2015,07,"0003-0213-01",1660191,"J05AP"
2015,07,"0003-0215-01",1660196,"J05AP"
2009,06,"0003-0293-05",1085756,"A01AC"
2009,06,"0003-0293-05",1085756,"C05AA"
2009,06,"0003-0293-05",1085756,"D07AB"
2009,06,"0003-0293-05",1085756,"D07XB"
2009,06,"0003-0293-05",1085756,"H02AB"
2009,06,"0003-0293-05",1085756,"R01AD"
2009,06,"0003-0293-05",1085756,"R03BA"
2009,06,"0003-0293-05",1085756,"S01BA"
2009,06,"0003-0293-20",1085756,"A01AC"
2009,06,"0003-0293-20",1085756,"C05AA"
2009,06,"0003-0293-20",1085756,"D07AB"
2009,06,"0003-0293-20",1085756,"D07XB"
2009,06,"0003-0293-20",1085756,"H02AB"
2009,06,"0003-0293-20",1085756,"R01AD"
2009,06,"0003-0293-20",1085756,"R03BA"
2009,06,"0003-0293-20",1085756,"S01BA"
2009,06,"0003-0293-28",1085756,"A01AC"
2009,06,"0003-0293-28",1085756,"C05AA"
2009,06,"0003-0293-28",1085756,"D07AB"
2009,06,"0003-0293-28",1085756,"D07XB"
2009,06,"0003-0293-28",1085756,"H02AB"
2009,06,"0003-0293-28",1085756,"R01AD"
2009,06,"0003-0293-28",1085756,"R03BA"
2009,06,"0003-0293-28",1085756,"S01BA"
2011,06,"0003-0371-13",1112980,"L04AA"
2009,06,"0003-0494-20",1085752,"A01AC"
2009,06,"0003-0494-20",1085752,"C05AA"
2009,06,"0003-0494-20",1085752,"D07AB"
2009,06,"0003-0494-20",1085752,"D07XB"
2009,06,"0003-0494-20",1085752,"H02AB"
2009,06,"0003-0494-20",1085752,"R01AD"
2009,06,"0003-0494-20",1085752,"R03BA"
2009,06,"0003-0494-20",1085752,"S01BA"
2006,06,"0003-0524-11",643177,"L01XE"
2006,06,"0003-0527-11",643173,"L01XE"
2006,06,"0003-0528-11",643175,"L01XE"
2009,06,"0003-0830-50",105602,"L01XX"
2008,05,"0003-0852-22",799830,"L01XE"
2010,10,"0003-0855-22",1045408,"L01XE"
2010,10,"0003-0857-22",1045404,"L01XE"
2012,12,"0003-0893-21",1364441,"B01AF"
2012,12,"0003-0893-31",1364441,"B01AF"
2012,12,"0003-0894-21",1364447,"B01AF"
2012,12,"0003-0894-31",1364447,"B01AF"
2017,06,"0003-0894-70",1364447,"B01AF"
2012,12,"0003-0894-91",1364447,"B01AF"
2005,03,"0003-1611-12",578457,"J05AF"
2005,03,"0003-1611-13",578457,"J05AF"
2005,03,"0003-1612-12",578459,"J05AF"
2005,03,"0003-1614-12",607579,"J05AF"
2017,06,"0003-1964-01",152941,"J05AF"
2017,06,"0003-1965-01",152942,"J05AF"
2017,06,"0003-1966-01",152943,"J05AF"
2017,06,"0003-1967-01",152944,"J05AF"
2017,06,"0003-1968-01",153652,"J05AF"
2009,01,"0003-2187-10",616018,"L04AA"
2013,10,"0003-2188-11",1145932,"L04AA"
2013,10,"0003-2188-21",1145932,"L04AA"
2016,07,"0003-2188-50",1799230,"L04AA"
2016,06,"0003-2188-51",1799230,"L04AA"
2016,07,"0003-2188-90",1145932,"L04AA"
2013,10,"0003-2188-91",1145932,"L04AA"
2010,04,"0003-2230-11",1664984,"J01DF"
2010,04,"0003-2240-11",1664988,"J01DF"
2015,11,"0003-2291-11",1726115,"L01XC"
2010,04,"0003-2560-16",1664984,"J01DF"
2010,04,"0003-2570-16",1664984,"J01DF"
2017,03,"0003-2814-11",1925255,"L04AA"
2017,03,"0003-2818-11",1925257,"L04AA"
2003,06,"0003-3622-12",664743,"J05AE"
2003,06,"0003-3624-12",402094,"J05AE"
2003,06,"0003-3631-12",402093,"J05AE"
2014,12,"0003-3638-10",1598989,"J05AE"
2015,01,"0003-3641-11",1601660,"V03AX"
2015,01,"0003-3641-11",1601660,"J05AR"
2015,01,"0003-3641-11",1601660,"J05AE"
2017,12,"0003-3734-13",1991413,"L01XC"
2017,11,"0003-3764-74",1992428,"B01AF"
2014,12,"0003-3772-11",1657192,"L01XC"
2014,12,"0003-3774-12",1657192,"L01XC"
2015,11,"0003-4522-11",1726119,"L01XC"
2009,06,"0003-5178-05",904469,"C10AA"
2009,06,"0003-5194-10",904477,"C10AA"
2009,06,"0003-5195-10",904483,"C10AA"
2015,07,"0003-6335-17",213282,"L01XX"
2015,07,"0003-6336-17",213283,"L01XX"
2015,07,"0003-6337-17",213284,"L01XX"
2001,03,"0004-0038-22",284587,"J05AB"
2015,03,"0004-0038-86",284587,"J05AB"
2009,08,"0004-0039-09",863562,"J05AB"
2010,09,"0004-0058-01",206159,"N03AE"
2010,08,"0004-0068-01",206157,"N03AE"
2010,08,"0004-0098-01",206160,"N03AE"
2005,03,"0004-0186-82",904934,"M05BA"
2014,12,"0004-0186-83",904934,"M05BA"
2006,01,"0004-0191-09",904954,"M05BA"
2004,12,"0004-0244-51",859865,"J05AE"
1995,12,"0004-0245-15",859861,"J05AE"
2010,12,"0004-0257-52",226917,"A08AB"
2002,10,"0004-0350-09",352297,"L03AB"
2011,03,"0004-0357-30",731328,"L03AB"
2011,11,"0004-0365-09",731328,"L03AB"
2011,11,"0004-0365-30",731328,"L03AB"
2012,04,"0004-0381-40",404460,"J05AX"
2014,10,"0004-0401-09",1591961,"B03XA"
2014,10,"0004-0402-09",1591964,"B03XA"
2014,10,"0004-0403-09",1591967,"B03XA"
2014,10,"0004-0404-09",1591970,"B03XA"
2014,10,"0004-0405-09",1591973,"B03XA"
2014,10,"0004-0406-09",1591976,"B03XA"
2005,06,"0004-0800-07",261315,"J05AH"
2005,06,"0004-0800-08",261315,"J05AH"
2005,06,"0004-0800-80",261315,"J05AH"
1999,10,"0004-0800-85",261315,"J05AH"
2005,06,"0004-0801-08",728115,"J05AH"
1999,10,"0004-0801-85",728115,"J05AH"
1999,10,"0004-0802-85",728111,"J05AH"
2011,03,"0004-0822-05",1115700,"J05AH"
1998,04,"0004-1100-20",213292,"L01BC"
1998,04,"0004-1101-50",213293,"L01BC"
1980,09,"0004-6203-01",849438,"G02CC"
1980,09,"0004-6203-01",849438,"M01AE"
1980,09,"0004-6203-01",849438,"M02AA"
1976,03,"0004-6316-01",105899,"G02CC"
1976,03,"0004-6316-01",105899,"M01AE"
1976,03,"0004-6316-01",105899,"M02AA"
1994,10,"0004-6415-01",608793,"G02CC"
1994,10,"0004-6415-01",608793,"M01AE"
1994,10,"0004-6415-01",608793,"M02AA"
1994,10,"0004-6416-01",835560,"G02CC"
1994,10,"0004-6416-01",835560,"M01AE"
1994,10,"0004-6416-01",835560,"M02AA"
1989,06,"0004-6940-04",205743,"J05AB"
1989,06,"0004-6940-04",205743,"S01AD"
2004,01,"0005-2500-02",210665,"A06AC"
2004,01,"0005-2500-23",210665,"A06AC"
2004,01,"0005-2500-33",210665,"A06AC"
2014,08,"0006-0005-13",1547575,"N05CM"
2014,08,"0006-0005-30",1547575,"N05CM"
1987,12,"0006-0019-54",206764,"C09AA"
1995,09,"0006-0031-44",904433,"M05BA"
1996,11,"0006-0032-20",261314,"D11AX"
1996,11,"0006-0032-20",261314,"P02CF"
2014,08,"0006-0033-13",1547110,"N05CM"
2014,08,"0006-0033-30",1547110,"N05CM"
1997,12,"0006-0071-07",213178,"D11AX"
1997,12,"0006-0071-07",213178,"G04CB"
1997,12,"0006-0071-31",213178,"D11AX"
1997,12,"0006-0071-31",213178,"G04CB"
1997,12,"0006-0071-54",213178,"D11AX"
1997,12,"0006-0071-54",213178,"G04CB"
1992,06,"0006-0072-31",201961,"D11AX"
1992,06,"0006-0072-31",201961,"G04CB"
1992,06,"0006-0072-58",201961,"D11AX"
1992,06,"0006-0072-58",201961,"G04CB"
2012,02,"0006-0078-28",1243848,"A10BH"
2012,02,"0006-0078-28",1243848,"A10BA"
2012,02,"0006-0078-28",1243848,"A10BD"
2012,02,"0006-0078-61",1243848,"A10BH"
2012,02,"0006-0078-61",1243848,"A10BA"
2012,02,"0006-0078-61",1243848,"A10BD"
2012,02,"0006-0078-62",1243848,"A10BH"
2012,02,"0006-0078-62",1243848,"A10BA"
2012,02,"0006-0078-62",1243848,"A10BD"
2012,02,"0006-0078-82",1243848,"A10BH"
2012,02,"0006-0078-82",1243848,"A10BA"
2012,02,"0006-0078-82",1243848,"A10BD"
2012,02,"0006-0080-28",1243843,"A10BH"
2012,02,"0006-0080-28",1243843,"A10BA"
2012,02,"0006-0080-28",1243843,"A10BD"
2012,02,"0006-0080-61",1243843,"A10BH"
2012,02,"0006-0080-61",1243843,"A10BA"
2012,02,"0006-0080-61",1243843,"A10BD"
2012,02,"0006-0080-62",1243843,"A10BH"
2012,02,"0006-0080-62",1243843,"A10BA"
2012,02,"0006-0080-62",1243843,"A10BD"
2012,02,"0006-0080-82",1243843,"A10BH"
2012,02,"0006-0080-82",1243843,"A10BA"
2012,02,"0006-0080-82",1243843,"A10BD"
2012,02,"0006-0081-14",1243833,"A10BH"
2012,02,"0006-0081-14",1243833,"A10BA"
2012,02,"0006-0081-14",1243833,"A10BD"
2012,02,"0006-0081-31",1243833,"A10BH"
2012,02,"0006-0081-31",1243833,"A10BA"
2012,02,"0006-0081-31",1243833,"A10BD"
2012,02,"0006-0081-54",1243833,"A10BH"
2012,02,"0006-0081-54",1243833,"A10BA"
2012,02,"0006-0081-54",1243833,"A10BD"
2012,02,"0006-0081-82",1243833,"A10BH"
2012,02,"0006-0081-82",1243833,"A10BA"
2012,02,"0006-0081-82",1243833,"A10BD"
1987,12,"0006-0106-54",206765,"C09AA"
2006,10,"0006-0112-28",665044,"A10BH"
2006,10,"0006-0112-31",665044,"A10BH"
2006,10,"0006-0112-54",665044,"A10BH"
1987,12,"0006-0207-54",206766,"C09AA"
2006,10,"0006-0221-28",665040,"A10BH"
2006,10,"0006-0221-31",665040,"A10BH"
2006,10,"0006-0221-54",665040,"A10BH"
2007,10,"0006-0227-61",744846,"J05AX"
1998,06,"0006-0266-18",213321,"N02CC"
1998,06,"0006-0267-18",213322,"N02CC"
2005,04,"0006-0270-21",904465,"M05BA"
2005,04,"0006-0270-21",904465,"A11CC"
2005,04,"0006-0270-44",904465,"M05BA"
2005,04,"0006-0270-44",904465,"A11CC"
2006,10,"0006-0277-02",665036,"A10BH"
2012,10,"0006-0277-14",665036,"A10BH"
2006,10,"0006-0277-28",665036,"A10BH"
2006,10,"0006-0277-31",665036,"A10BH"
2006,10,"0006-0277-33",665036,"A10BH"
2006,10,"0006-0277-54",665036,"A10BH"
2006,10,"0006-0277-82",665036,"A10BH"
2014,08,"0006-0325-13",1547114,"N05CM"
2014,08,"0006-0325-30",1547114,"N05CM"
2014,08,"0006-0335-13",1547118,"N05CM"
2014,08,"0006-0335-30",1547118,"N05CM"
2014,05,"0006-0351-05",1537045,"B01AC"
2014,05,"0006-0351-31",1537045,"B01AC"
2014,05,"0006-0351-48",1537045,"B01AC"
2014,05,"0006-0351-54",1537045,"B01AC"
2003,03,"0006-0461-02",404465,"A04AD"
2003,03,"0006-0461-06",404465,"A04AD"
2003,03,"0006-0461-12",404465,"A04AD"
2003,03,"0006-0462-06",404466,"A04AD"
2003,03,"0006-0464-05",644278,"A04AD"
2003,03,"0006-0464-10",644278,"A04AD"
2011,12,"0006-0473-61",1235595,"J05AX"
2011,12,"0006-0477-61",1235591,"J05AX"
1991,12,"0006-0543-31",213319,"C10AA"
1991,12,"0006-0543-54",213319,"C10AA"
2006,10,"0006-0568-40",668606,"L01XX"
1996,03,"0006-0571-43",153127,"J05AE"
1996,03,"0006-0573-62",153128,"J05AE"
2007,03,"0006-0575-03",861821,"A10BH"
2007,03,"0006-0575-03",861821,"A10BA"
2007,03,"0006-0575-03",861821,"A10BD"
2007,03,"0006-0575-56",861821,"A10BH"
2007,03,"0006-0575-56",861821,"A10BA"
2007,03,"0006-0575-56",861821,"A10BD"
2007,03,"0006-0575-61",861821,"A10BH"
2007,03,"0006-0575-61",861821,"A10BA"
2007,03,"0006-0575-61",861821,"A10BD"
2007,03,"0006-0575-62",861821,"A10BH"
2007,03,"0006-0575-62",861821,"A10BA"
2007,03,"0006-0575-62",861821,"A10BD"
2007,03,"0006-0575-82",861821,"A10BH"
2007,03,"0006-0575-82",861821,"A10BA"
2007,03,"0006-0575-82",861821,"A10BD"
2007,03,"0006-0577-03",861771,"A10BH"
2007,03,"0006-0577-03",861771,"A10BA"
2007,03,"0006-0577-03",861771,"A10BD"
2007,03,"0006-0577-56",861771,"A10BH"
2007,03,"0006-0577-56",861771,"A10BA"
2007,03,"0006-0577-56",861771,"A10BD"
2007,03,"0006-0577-61",861771,"A10BH"
2007,03,"0006-0577-61",861771,"A10BA"
2007,03,"0006-0577-61",861771,"A10BD"
2007,03,"0006-0577-62",861771,"A10BH"
2007,03,"0006-0577-62",861771,"A10BA"
2007,03,"0006-0577-62",861771,"A10BD"
2007,03,"0006-0577-82",861771,"A10BH"
2007,03,"0006-0577-82",861771,"A10BA"
2007,03,"0006-0577-82",861771,"A10BD"
2005,04,"0006-0710-44",904495,"M05BA"
2005,04,"0006-0710-44",904495,"A11CC"
1995,04,"0006-0717-31",979468,"C09CA"
1995,04,"0006-0717-31",979468,"C03AA"
1995,04,"0006-0717-54",979468,"C09CA"
1995,04,"0006-0717-54",979468,"C03AA"
1995,04,"0006-0717-82",979468,"C09CA"
1995,04,"0006-0717-82",979468,"C03AA"
1991,12,"0006-0726-31",208220,"C10AA"
1991,12,"0006-0735-31",104490,"C10AA"
1991,12,"0006-0735-54",104490,"C10AA"
1991,12,"0006-0740-31",104491,"C10AA"
1991,12,"0006-0740-54",104491,"C10AA"
1995,04,"0006-0745-31",979464,"C09CA"
1995,04,"0006-0745-31",979464,"C03AA"
1995,04,"0006-0745-54",979464,"C09CA"
1995,04,"0006-0745-54",979464,"C03AA"
1995,04,"0006-0745-82",979466,"C09CA"
1995,04,"0006-0745-82",979466,"C03AA"
1995,04,"0006-0747-31",979471,"C09CA"
1995,04,"0006-0747-31",979471,"C03AA"
1995,04,"0006-0747-54",979473,"C09CA"
1995,04,"0006-0747-54",979473,"C03AA"
1991,12,"0006-0749-31",152923,"C10AA"
1991,12,"0006-0749-54",152923,"C10AA"
1995,04,"0006-0951-54",979487,"C09CA"
1995,04,"0006-0952-31",979494,"C09CA"
1995,04,"0006-0952-54",979494,"C09CA"
1995,04,"0006-0960-31",979482,"C09CA"
1995,04,"0006-0960-54",979482,"C09CA"
1998,02,"0006-1711-31",261367,"R03DC"
2016,10,"0006-3025-00",1855057,"J06BB"
2015,01,"0006-3026-02",1657751,"L01XC"
2014,09,"0006-3029-02",1657751,"L01XC"
2015,12,"0006-3066-03",1729311,"A04AD"
2016,01,"0006-3074-02",1734642,"J05AP"
2017,05,"0006-3080-01",1924315,"J05AX"
1985,11,"0006-3516-59",1726216,"J01DH"
1994,12,"0006-3519-36",151100,"S01EC"
2013,12,"0006-3603-60",1486841,"J05AX"
2017,11,"0006-3603-61",1486841,"J05AX"
1998,06,"0006-3800-18",828536,"N02CC"
1998,06,"0006-3801-18",828537,"N02CC"
2001,01,"0006-3822-10",828757,"J02AX"
2001,01,"0006-3823-10",828541,"J02AX"
2002,07,"0006-3841-14",404406,"R03DC"
2002,07,"0006-3841-30",404406,"R03DC"
2001,11,"0006-3843-71",1734686,"J01DH"
2001,11,"0006-3845-71",1734686,"J01DH"
2003,03,"0006-3862-03",754509,"A04AD"
2003,03,"0006-3862-13",754509,"A04AD"
1975,05,"0006-3915-68",724606,"N04BA"
1975,05,"0006-3916-68",724598,"N04BA"
1975,05,"0006-3917-68",724602,"N04BA"
1991,05,"0006-3918-68",792381,"N04BA"
1991,05,"0006-3919-68",834341,"N04BA"
2017,07,"0006-4305-02",1927290,"L04AB"
2017,12,"0006-5367-03",1992837,"A10BH"
2017,12,"0006-5367-06",1992837,"A10BH"
2017,12,"0006-5367-07",1992837,"A10BH"
2017,12,"0006-5367-09",1992837,"A10BH"
2017,12,"0006-5368-03",1992832,"A10BH"
2017,12,"0006-5368-06",1992832,"A10BH"
2017,12,"0006-5368-07",1992832,"A10BH"
2017,12,"0006-5368-09",1992832,"A10BH"
2017,12,"0006-5369-03",1992695,"A10BA"
2017,12,"0006-5369-06",1992695,"A10BA"
2017,12,"0006-5369-07",1992695,"A10BA"
2017,12,"0006-5370-03",1992703,"A10BA"
2017,12,"0006-5370-06",1992703,"A10BA"
2017,12,"0006-5370-07",1992703,"A10BA"
2017,12,"0006-5373-03",1992691,"A10BA"
2017,12,"0006-5373-06",1992691,"A10BA"
2017,12,"0006-5373-07",1992691,"A10BA"
2017,12,"0006-5373-09",1992691,"A10BA"
2017,12,"0006-5374-03",1992700,"A10BA"
2017,12,"0006-5374-06",1992700,"A10BA"
2017,12,"0006-5374-07",1992700,"A10BA"
2017,12,"0006-5374-09",1992700,"A10BA"
2015,12,"0006-5423-12",1726997,"V03AB"
2015,12,"0006-5423-15",1727001,"V03AB"
2017,06,"0006-5425-15",1727001,"V03AB"
1998,02,"0006-9117-31",153892,"R03DC"
1998,02,"0006-9117-54",153892,"R03DC"
1998,02,"0006-9275-31",153893,"R03DC"
2007,02,"0007-3370-13",860512,"C07AG"
2007,02,"0007-3371-13",860518,"C07AG"
2007,02,"0007-3372-13",860524,"C07AG"
2007,02,"0007-3373-13",860534,"C07AG"
2007,02,"0007-3373-61",860534,"C07AG"
1994,03,"0007-3650-22",208124,"C03DB"
1994,03,"0007-3650-22",208124,"C03AA"
1994,03,"0007-3650-30",208124,"C03DB"
1994,03,"0007-3650-30",208124,"C03AA"
1997,06,"0007-4139-20",686926,"C07AG"
1997,06,"0007-4140-20",212388,"C07AG"
