"YEAR","MONTH","NDC","RXCUI","ATC4"
2007,04,"65862-078-05",197512,"S01AE"
2007,04,"65862-078-05",197512,"S02AA"
2007,04,"65862-078-05",197512,"S03AA"
2007,04,"65862-078-20",197512,"J01MA"
2007,04,"65862-078-20",197512,"S01AE"
2007,04,"65862-078-20",197512,"S02AA"
2007,04,"65862-078-20",197512,"S03AA"
2007,04,"65862-078-50",197512,"J01MA"
2007,04,"65862-078-50",197512,"S01AE"
2007,04,"65862-078-50",197512,"S02AA"
2007,04,"65862-078-50",197512,"S03AA"
2007,04,"65862-078-98",197512,"J01MA"
2007,04,"65862-078-98",197512,"S01AE"
2007,04,"65862-078-98",197512,"S02AA"
2007,04,"65862-078-98",197512,"S03AA"
2007,07,"65862-079-01",313222,"D01AE"
2007,07,"65862-079-01",313222,"D01BA"
2007,07,"65862-079-30",313222,"D01AE"
2007,07,"65862-079-30",313222,"D01BA"
2007,07,"65862-079-99",313222,"D01AE"
2007,07,"65862-079-99",313222,"D01BA"
2007,11,"65862-080-01",861743,"A10BB"
2007,11,"65862-080-01",861743,"A10BA"
2007,11,"65862-080-05",861743,"A10BB"
2007,11,"65862-080-05",861743,"A10BA"
2007,11,"65862-080-30",861743,"A10BB"
2007,11,"65862-080-30",861743,"A10BA"
2007,11,"65862-081-01",861748,"A10BB"
2007,11,"65862-081-01",861748,"A10BA"
2007,11,"65862-081-05",861748,"A10BB"
2007,11,"65862-081-05",861748,"A10BA"
2007,11,"65862-081-30",861748,"A10BB"
2007,11,"65862-081-30",861748,"A10BA"
2007,11,"65862-082-01",861753,"A10BB"
2007,11,"65862-082-01",861753,"A10BA"
2007,11,"65862-082-05",861753,"A10BB"
2007,11,"65862-082-05",861753,"A10BA"
2007,11,"65862-082-30",861753,"A10BB"
2007,11,"65862-082-30",861753,"A10BA"
2013,04,"65862-083-01",309048,"J01DB"
2013,04,"65862-083-50",309048,"J01DB"
2013,04,"65862-084-01",105171,"J01DB"
2013,04,"65862-084-50",105171,"J01DB"
2013,04,"65862-084-75",105171,"J01DB"
2007,01,"65862-085-01",309049,"J01DB"
2007,01,"65862-085-50",309049,"J01DB"
2006,12,"65862-086-01",854905,"C07AB"
2006,12,"65862-086-30",854905,"C07AB"
2006,12,"65862-087-01",854901,"C07AB"
2006,12,"65862-087-30",854901,"C07AB"
2007,06,"65862-095-01",309076,"J01DD"
2007,06,"65862-095-20",309076,"J01DD"
2007,06,"65862-095-99",309076,"J01DD"
2007,06,"65862-096-01",309078,"J01DD"
2007,06,"65862-096-20",309078,"J01DD"
2007,06,"65862-096-99",309078,"J01DD"
2006,10,"65862-097-01",311486,"M01AC"
2006,10,"65862-097-05",311486,"M01AC"
2006,10,"65862-097-99",311486,"M01AC"
2006,10,"65862-098-01",152695,"M01AC"
2006,10,"65862-098-05",152695,"M01AC"
2006,10,"65862-098-99",152695,"M01AC"
2007,01,"65862-099-01",309080,"J01DC"
2007,01,"65862-099-50",309080,"J01DC"
2007,01,"65862-099-75",309080,"J01DC"
2007,01,"65862-100-01",309081,"J01DC"
2007,01,"65862-100-50",309081,"J01DC"
2007,01,"65862-100-75",309081,"J01DC"
2007,07,"65862-101-05",308136,"C08CA"
2007,07,"65862-101-30",308136,"C08CA"
2007,07,"65862-101-90",308136,"C08CA"
2007,07,"65862-101-99",308136,"C08CA"
2007,07,"65862-102-05",197361,"C08CA"
2007,07,"65862-102-30",197361,"C08CA"
2007,07,"65862-102-90",197361,"C08CA"
2007,07,"65862-102-99",197361,"C08CA"
2007,07,"65862-103-05",308135,"C08CA"
2007,07,"65862-103-30",308135,"C08CA"
2007,07,"65862-103-90",308135,"C08CA"
2007,07,"65862-103-99",308135,"C08CA"
2017,12,"65862-104-10",205292,"J05AG"
2017,12,"65862-104-30",205292,"J05AG"
2017,12,"65862-105-10",205291,"J05AG"
2017,12,"65862-105-30",205291,"J05AG"
2017,12,"65862-106-09",205290,"J05AG"
2017,12,"65862-106-10",205290,"J05AG"
2017,12,"65862-106-30",205290,"J05AG"
2017,12,"65862-106-90",205290,"J05AG"
2006,03,"65862-107-01",198352,"J05AF"
2006,03,"65862-107-10",198352,"J05AF"
2008,12,"65862-111-60",313107,"J05AF"
2008,12,"65862-112-60",313108,"J05AF"
2007,09,"65862-113-01",199903,"C03AA"
2007,09,"65862-113-05",199903,"C03AA"
2007,09,"65862-113-33",199903,"C03AA"
2007,09,"65862-113-99",199903,"C03AA"
2008,05,"65862-116-01",898687,"C09AA"
2008,05,"65862-116-90",898687,"C09AA"
2008,05,"65862-117-01",898690,"C09AA"
2008,05,"65862-117-90",898690,"C09AA"
2008,05,"65862-118-01",898719,"C09AA"
2008,05,"65862-118-90",898719,"C09AA"
2008,10,"65862-119-05",312828,"N05AX"
2008,10,"65862-119-10",312828,"N05AX"
2008,10,"65862-119-60",312828,"N05AX"
2008,10,"65862-120-05",312829,"N05AX"
2008,10,"65862-120-10",312829,"N05AX"
2008,10,"65862-120-60",312829,"N05AX"
2008,10,"65862-121-05",312830,"N05AX"
2008,10,"65862-121-10",312830,"N05AX"
2008,10,"65862-121-60",312830,"N05AX"
2008,10,"65862-122-05",312831,"N05AX"
2008,10,"65862-122-10",312831,"N05AX"
2008,10,"65862-122-60",312831,"N05AX"
2008,10,"65862-123-05",312832,"N05AX"
2008,10,"65862-123-10",312832,"N05AX"
2008,10,"65862-123-60",312832,"N05AX"
2008,10,"65862-124-10",314211,"N05AX"
2008,10,"65862-124-60",314211,"N05AX"
2007,10,"65862-125-01",198372,"C03CA"
2007,10,"65862-125-99",198372,"C03CA"
2007,10,"65862-126-01",198369,"C03CA"
2007,10,"65862-126-99",198369,"C03CA"
2007,10,"65862-127-01",198371,"C03CA"
2007,10,"65862-127-99",198371,"C03CA"
2007,10,"65862-128-01",198370,"C03CA"
2007,10,"65862-128-99",198370,"C03CA"
2007,07,"65862-133-01",310798,"C03AA"
2007,07,"65862-133-99",310798,"C03AA"
2007,07,"65862-134-01",197770,"C03AA"
2007,07,"65862-134-99",197770,"C03AA"
2007,06,"65862-140-01",309079,"J01DD"
2007,06,"65862-140-50",309079,"J01DD"
2007,06,"65862-140-75",309079,"J01DD"
2007,06,"65862-141-01",309077,"J01DD"
2007,06,"65862-141-50",309077,"J01DD"
2007,06,"65862-141-75",309077,"J01DD"
2007,09,"65862-142-01",686924,"C07AG"
2007,09,"65862-142-05",686924,"C07AG"
2007,09,"65862-142-99",686924,"C07AG"
2007,09,"65862-143-01",200031,"C07AG"
2007,09,"65862-143-05",200031,"C07AG"
2007,09,"65862-143-99",200031,"C07AG"
2007,09,"65862-144-01",200032,"C07AG"
2007,09,"65862-144-05",200032,"C07AG"
2007,09,"65862-144-99",200032,"C07AG"
2007,09,"65862-145-01",200033,"C07AG"
2007,09,"65862-145-05",200033,"C07AG"
2007,09,"65862-145-99",200033,"C07AG"
2009,08,"65862-146-19",315223,"N02CC"
2009,08,"65862-146-36",315223,"N02CC"
2009,08,"65862-147-26",313161,"N02CC"
2009,08,"65862-147-36",313161,"N02CC"
2009,08,"65862-148-22",313160,"N02CC"
2009,08,"65862-148-36",313160,"N02CC"
2007,10,"65862-149-01",310346,"D11AX"
2007,10,"65862-149-01",310346,"G04CB"
2007,10,"65862-149-05",310346,"D11AX"
2007,10,"65862-149-05",310346,"G04CB"
2007,10,"65862-149-30",310346,"D11AX"
2007,10,"65862-149-30",310346,"G04CB"
2007,10,"65862-149-90",310346,"D11AX"
2007,10,"65862-149-90",310346,"G04CB"
2007,07,"65862-154-01",1738483,"N06AB"
2007,07,"65862-154-05",1738483,"N06AB"
2007,07,"65862-154-30",1738483,"N06AB"
2007,07,"65862-154-99",1738483,"N06AB"
2007,07,"65862-155-01",1738495,"N06AB"
2007,07,"65862-155-05",1738495,"N06AB"
2007,07,"65862-155-30",1738495,"N06AB"
2007,07,"65862-155-99",1738495,"N06AB"
2007,07,"65862-156-01",1738503,"N06AB"
2007,07,"65862-156-05",1738503,"N06AB"
2007,07,"65862-156-30",1738503,"N06AB"
2007,07,"65862-156-99",1738503,"N06AB"
2007,07,"65862-157-01",1738527,"N06AB"
2007,07,"65862-157-05",1738527,"N06AB"
2007,07,"65862-157-30",1738527,"N06AB"
2007,07,"65862-157-99",1738527,"N06AB"
2009,08,"65862-158-01",197446,"M03BA"
2009,08,"65862-158-05",197446,"M03BA"
2009,08,"65862-158-99",197446,"M03BA"
2007,05,"65862-159-01",854876,"N05CF"
2007,05,"65862-159-05",854876,"N05CF"
2007,05,"65862-159-10",854876,"N05CF"
2007,05,"65862-159-99",854876,"N05CF"
2007,05,"65862-160-01",854873,"N05CF"
2007,05,"65862-160-05",854873,"N05CF"
2007,05,"65862-160-10",854873,"N05CF"
2007,05,"65862-160-99",854873,"N05CF"
2007,08,"65862-161-90",310796,"C09AA"
2007,08,"65862-161-90",310796,"C03AA"
2007,08,"65862-162-30",310796,"C09AA"
2007,08,"65862-162-30",310796,"C03AA"
2007,08,"65862-162-90",310796,"C09AA"
2007,08,"65862-162-90",310796,"C03AA"
2007,08,"65862-163-90",310809,"C09AA"
2007,08,"65862-163-90",310809,"C03AA"
2007,06,"65862-164-01",199353,"C09AA"
2007,06,"65862-164-99",199353,"C09AA"
2007,06,"65862-165-01",199351,"C09AA"
2007,06,"65862-165-99",199351,"C09AA"
2007,06,"65862-166-01",199352,"C09AA"
2007,06,"65862-166-99",199352,"C09AA"
2007,10,"65862-168-01",197380,"C07AB"
2007,10,"65862-168-99",197380,"C07AB"
2007,10,"65862-169-01",197381,"C07AB"
2007,10,"65862-169-99",197381,"C07AB"
2007,10,"65862-170-01",197379,"C07AB"
2007,10,"65862-170-99",197379,"C07AB"
2009,03,"65862-171-60",199888,"N03AX"
2009,03,"65862-172-60",151226,"N03AX"
2009,03,"65862-173-60",199889,"N03AX"
2009,03,"65862-174-60",199890,"N03AX"
2008,04,"65862-175-01",834061,"J01CE"
2008,04,"65862-175-99",834061,"J01CE"
2008,04,"65862-176-01",834102,"J01CE"
2008,04,"65862-176-05",834102,"J01CE"
2008,04,"65862-176-99",834102,"J01CE"
2008,01,"65862-177-05",200346,"J01DD"
2008,01,"65862-177-15",200346,"J01DD"
2008,01,"65862-177-30",200346,"J01DD"
2008,01,"65862-177-60",200346,"J01DD"
2009,08,"65862-185-01",197518,"D10AF"
2009,08,"65862-185-01",197518,"G01AA"
2009,08,"65862-185-01",197518,"J01FF"
2009,08,"65862-185-05",197518,"D10AF"
2009,08,"65862-185-05",197518,"G01AA"
2009,08,"65862-185-05",197518,"J01FF"
2009,08,"65862-186-01",284215,"D10AF"
2009,08,"65862-186-01",284215,"G01AA"
2009,08,"65862-186-01",284215,"J01FF"
2009,08,"65862-186-05",284215,"D10AF"
2009,08,"65862-186-05",284215,"G01AA"
2009,08,"65862-186-05",284215,"J01FF"
2009,08,"65862-186-15",284215,"D10AF"
2009,08,"65862-186-15",284215,"G01AA"
2009,08,"65862-186-15",284215,"J01FF"
2009,08,"65862-186-16",284215,"D10AF"
2009,08,"65862-186-16",284215,"G01AA"
2009,08,"65862-186-16",284215,"J01FF"
2007,07,"65862-187-03",198052,"A04AA"
2007,07,"65862-187-05",198052,"A04AA"
2007,07,"65862-187-10",198052,"A04AA"
2007,07,"65862-187-30",198052,"A04AA"
2007,07,"65862-187-99",198052,"A04AA"
2007,07,"65862-188-03",312086,"A04AA"
2007,07,"65862-188-05",312086,"A04AA"
2007,07,"65862-188-10",312086,"A04AA"
2007,07,"65862-188-30",312086,"A04AA"
2007,07,"65862-188-99",312086,"A04AA"
2007,07,"65862-189-11",312084,"A04AA"
2008,09,"65862-190-01",828320,"M03BX"
2008,09,"65862-190-05",828320,"M03BX"
2008,09,"65862-190-99",828320,"M03BX"
2008,09,"65862-191-01",828348,"M03BX"
2008,09,"65862-191-05",828348,"M03BX"
2008,09,"65862-191-99",828348,"M03BX"
2008,01,"65862-192-01",310384,"N06AB"
2008,01,"65862-192-05",310384,"N06AB"
2008,01,"65862-192-99",310384,"N06AB"
2008,01,"65862-193-01",310385,"N06AB"
2008,01,"65862-193-05",310385,"N06AB"
2008,01,"65862-193-99",310385,"N06AB"
2008,01,"65862-194-01",313989,"N06AB"
2008,01,"65862-194-05",313989,"N06AB"
2008,01,"65862-194-30",313989,"N06AB"
2008,01,"65862-194-99",313989,"N06AB"
2008,01,"65862-198-01",310430,"N03AX"
2008,01,"65862-198-05",310430,"N03AX"
2008,01,"65862-198-99",310430,"N03AX"
2008,01,"65862-199-01",310431,"N03AX"
2008,01,"65862-199-05",310431,"N03AX"
2008,01,"65862-199-99",310431,"N03AX"
2008,01,"65862-200-01",310432,"N03AX"
2008,01,"65862-200-05",310432,"N03AX"
2010,10,"65862-201-05",979485,"C09CA"
2010,10,"65862-201-90",979485,"C09CA"
2010,10,"65862-201-99",979485,"C09CA"
2010,10,"65862-202-30",979492,"C09CA"
2010,10,"65862-202-90",979492,"C09CA"
2010,10,"65862-202-99",979492,"C09CA"
2010,10,"65862-203-30",979480,"C09CA"
2010,10,"65862-203-90",979480,"C09CA"
2010,10,"65862-203-99",979480,"C09CA"
2009,09,"65862-207-05",248109,"J05AP"
2009,09,"65862-207-68",248109,"J05AP"
2007,11,"65862-208-04",312085,"A04AA"
2007,11,"65862-208-50",312085,"A04AA"
2008,03,"65862-209-01",197985,"A01AB"
2008,03,"65862-209-01",197985,"J01AA"
2008,03,"65862-209-05",197985,"A01AB"
2008,03,"65862-209-05",197985,"J01AA"
2008,03,"65862-209-99",197985,"A01AB"
2008,03,"65862-209-99",197985,"J01AA"
2008,03,"65862-210-01",314108,"A01AB"
2008,03,"65862-210-01",314108,"J01AA"
2008,03,"65862-210-05",314108,"A01AB"
2008,03,"65862-210-05",314108,"J01AA"
2008,03,"65862-210-99",314108,"A01AB"
2008,03,"65862-210-99",314108,"J01AA"
2008,03,"65862-211-05",197984,"A01AB"
2008,03,"65862-211-05",197984,"J01AA"
2008,03,"65862-211-50",197984,"A01AB"
2008,03,"65862-211-50",197984,"J01AA"
2008,03,"65862-211-99",197984,"A01AB"
2008,03,"65862-211-99",197984,"J01AA"
2008,06,"65862-214-01",313762,"N05CF"
2008,06,"65862-214-05",313762,"N05CF"
2008,06,"65862-215-01",313761,"N05CF"
2008,06,"65862-215-05",313761,"N05CF"
2007,12,"65862-218-01",309054,"J01DD"
2007,12,"65862-218-60",309054,"J01DD"
2007,12,"65862-219-01",476576,"J01DD"
2007,12,"65862-219-60",476576,"J01DD"
2008,10,"65862-224-20",861064,"N06AB"
2008,10,"65862-224-60",861064,"N06AB"
2012,07,"65862-225-60",197516,"J01FA"
2012,07,"65862-225-99",197516,"J01FA"
2012,07,"65862-226-10",197517,"J01FA"
2012,07,"65862-226-60",197517,"J01FA"
2012,07,"65862-226-99",197517,"J01FA"
2009,01,"65862-227-01",282401,"N03AX"
2009,01,"65862-227-60",282401,"N03AX"
2009,01,"65862-227-78",282401,"N03AX"
2009,01,"65862-227-99",282401,"N03AX"
2009,01,"65862-228-01",198427,"N03AX"
2009,01,"65862-228-60",198427,"N03AX"
2009,01,"65862-228-78",198427,"N03AX"
2009,01,"65862-228-99",198427,"N03AX"
2009,01,"65862-229-01",198428,"N03AX"
2009,01,"65862-229-60",198428,"N03AX"
2009,01,"65862-229-78",198428,"N03AX"
2009,01,"65862-229-99",198428,"N03AX"
2009,01,"65862-230-01",198429,"N03AX"
2009,01,"65862-230-60",198429,"N03AX"
2009,01,"65862-230-78",198429,"N03AX"
2009,01,"65862-230-99",198429,"N03AX"
2016,03,"65862-237-03",904932,"M05BA"
2017,05,"65862-238-22",349591,"N06BA"
2017,05,"65862-238-30",349591,"N06BA"
2017,05,"65862-239-22",349592,"N06BA"
2017,05,"65862-239-30",349592,"N06BA"
2017,05,"65862-240-22",349593,"N06BA"
2017,05,"65862-240-30",349593,"N06BA"
2017,05,"65862-241-30",349594,"N06BA"
2017,05,"65862-241-99",349594,"N06BA"
2017,05,"65862-242-30",349595,"N06BA"
2017,05,"65862-242-99",349595,"N06BA"
2017,05,"65862-243-05",608143,"N06BA"
2017,05,"65862-243-30",608143,"N06BA"
2017,05,"65862-244-05",608139,"N06BA"
2017,05,"65862-244-30",608139,"N06BA"
2009,01,"65862-245-05",311288,"N03AX"
2009,01,"65862-245-08",311288,"N03AX"
2009,01,"65862-246-05",311289,"N03AX"
2009,01,"65862-246-08",311289,"N03AX"
2009,01,"65862-247-05",311290,"N03AX"
2009,01,"65862-247-08",311290,"N03AX"
2012,04,"65862-248-24",351285,"N06AB"
2012,08,"65862-249-01",861132,"G04CA"
2012,08,"65862-249-05",861132,"G04CA"
2012,08,"65862-249-30",861132,"G04CA"
2012,08,"65862-249-90",861132,"G04CA"
2012,08,"65862-249-99",861132,"G04CA"
2009,01,"65862-250-05",403884,"N03AX"
2009,01,"65862-250-47",403884,"N03AX"
2009,11,"65862-286-01",854984,"C09AA"
2009,11,"65862-286-53",854984,"C09AA"
2009,11,"65862-287-01",854988,"C09AA"
2009,11,"65862-287-19",854988,"C09AA"
2009,11,"65862-288-01",854925,"C09AA"
2009,11,"65862-288-59",854925,"C09AA"
2009,09,"65862-290-05",312817,"J05AP"
2009,09,"65862-290-18",312817,"J05AP"
2009,09,"65862-290-39",312817,"J05AP"
2009,09,"65862-290-42",312817,"J05AP"
2009,09,"65862-290-56",312817,"J05AP"
2009,09,"65862-290-70",312817,"J05AP"
2009,09,"65862-290-84",312817,"J05AP"
2012,07,"65862-291-01",860975,"A10BA"
2012,07,"65862-291-05",860975,"A10BA"
2012,07,"65862-291-30",860975,"A10BA"
2012,07,"65862-292-01",860981,"A10BA"
2012,07,"65862-292-05",860981,"A10BA"
2012,07,"65862-292-30",860981,"A10BA"
2016,07,"65862-293-05",859424,"C10AA"
2016,07,"65862-293-06",859424,"C10AA"
2016,07,"65862-293-30",859424,"C10AA"
2016,07,"65862-293-90",859424,"C10AA"
2016,07,"65862-293-99",859424,"C10AA"
2016,07,"65862-294-05",859747,"C10AA"
2016,07,"65862-294-06",859747,"C10AA"
2016,07,"65862-294-30",859747,"C10AA"
2016,07,"65862-294-90",859747,"C10AA"
2016,07,"65862-294-99",859747,"C10AA"
2016,07,"65862-295-05",859751,"C10AA"
2016,07,"65862-295-06",859751,"C10AA"
2016,07,"65862-295-30",859751,"C10AA"
2016,07,"65862-295-90",859751,"C10AA"
2016,07,"65862-295-99",859751,"C10AA"
2016,07,"65862-296-05",859419,"C10AA"
2016,07,"65862-296-10",859419,"C10AA"
2016,07,"65862-296-30",859419,"C10AA"
2016,07,"65862-296-90",859419,"C10AA"
2016,07,"65862-296-99",859419,"C10AA"
2009,09,"65862-299-35",310352,"D01AC"
2009,09,"65862-299-35",310352,"J02AC"
2009,09,"65862-300-35",310353,"D01AC"
2009,09,"65862-300-35",310353,"J02AC"
2009,03,"65862-306-12",310386,"N06AB"
2009,07,"65862-308-01",857166,"C09AA"
2009,07,"65862-308-01",857166,"C03AA"
2009,07,"65862-308-30",857166,"C09AA"
2009,07,"65862-308-30",857166,"C03AA"
2009,07,"65862-308-99",857166,"C09AA"
2009,07,"65862-308-99",857166,"C03AA"
2009,07,"65862-309-01",857174,"C09AA"
2009,07,"65862-309-01",857174,"C03AA"
2009,07,"65862-309-30",857174,"C09AA"
2009,07,"65862-309-30",857174,"C03AA"
2009,07,"65862-309-99",857174,"C09AA"
2009,07,"65862-309-99",857174,"C03AA"
2008,09,"65862-310-05",284183,"J05AF"
2008,09,"65862-310-14",284183,"J05AF"
2008,09,"65862-310-30",284183,"J05AF"
2008,09,"65862-311-05",284185,"J05AF"
2008,09,"65862-311-10",284185,"J05AF"
2008,09,"65862-311-30",284185,"J05AF"
2008,09,"65862-312-05",284184,"J05AF"
2008,09,"65862-312-10",284184,"J05AF"
2008,09,"65862-312-30",284184,"J05AF"
2008,09,"65862-313-05",284988,"J05AF"
2008,09,"65862-313-30",284988,"J05AF"
2008,09,"65862-313-50",284988,"J05AF"
2009,01,"65862-315-05",387003,"N03AX"
2009,01,"65862-315-30",387003,"N03AX"
2009,01,"65862-315-60",387003,"N03AX"
2011,05,"65862-325-01",997229,"N06DA"
2011,05,"65862-325-05",997229,"N06DA"
2011,05,"65862-325-10",997229,"N06DA"
2011,05,"65862-325-30",997229,"N06DA"
2011,05,"65862-325-90",997229,"N06DA"
2011,05,"65862-325-99",997229,"N06DA"
2011,05,"65862-326-01",997223,"N06DA"
2011,05,"65862-326-05",997223,"N06DA"
2011,05,"65862-326-14",997223,"N06DA"
2011,05,"65862-326-30",997223,"N06DA"
2011,05,"65862-326-90",997223,"N06DA"
2011,05,"65862-326-99",997223,"N06DA"
2008,08,"65862-327-01",904419,"M05BA"
2008,08,"65862-327-10",904419,"M05BA"
2008,08,"65862-327-30",904419,"M05BA"
2008,08,"65862-327-99",904419,"M05BA"
2008,08,"65862-328-04",904396,"M05BA"
2008,08,"65862-328-08",904396,"M05BA"
2008,08,"65862-328-10",904396,"M05BA"
2008,08,"65862-328-20",904396,"M05BA"
2008,08,"65862-329-04",904431,"M05BA"
2008,08,"65862-329-08",904431,"M05BA"
2008,08,"65862-329-10",904431,"M05BA"
2008,08,"65862-329-20",904431,"M05BA"
2012,05,"65862-357-01",309362,"B01AC"
2012,05,"65862-357-05",309362,"B01AC"
2012,05,"65862-357-10",309362,"B01AC"
2012,05,"65862-357-30",309362,"B01AC"
2012,05,"65862-357-90",309362,"B01AC"
2012,05,"65862-357-99",309362,"B01AC"
2009,11,"65862-361-01",311265,"N03AX"
2009,11,"65862-361-05",311265,"N03AX"
2009,11,"65862-361-10",311265,"N03AX"
2009,11,"65862-361-53",311265,"N03AX"
2009,11,"65862-361-99",311265,"N03AX"
2009,11,"65862-362-01",311264,"N03AX"
2009,11,"65862-362-05",311264,"N03AX"
2009,11,"65862-362-10",311264,"N03AX"
2009,11,"65862-362-81",311264,"N03AX"
2009,11,"65862-362-99",311264,"N03AX"
2012,09,"65862-373-01",351249,"N06AB"
2012,09,"65862-373-05",351249,"N06AB"
2012,09,"65862-373-10",351249,"N06AB"
2012,09,"65862-373-19",351249,"N06AB"
2012,09,"65862-373-30",351249,"N06AB"
2012,09,"65862-373-90",351249,"N06AB"
2012,09,"65862-374-01",349332,"N06AB"
2012,09,"65862-374-05",349332,"N06AB"
2012,09,"65862-374-10",349332,"N06AB"
2012,09,"65862-374-30",349332,"N06AB"
2012,09,"65862-374-59",349332,"N06AB"
2012,09,"65862-374-90",349332,"N06AB"
2012,09,"65862-375-01",351250,"N06AB"
2012,09,"65862-375-05",351250,"N06AB"
2012,09,"65862-375-10",351250,"N06AB"
2012,09,"65862-375-30",351250,"N06AB"
2012,09,"65862-375-39",351250,"N06AB"
2012,09,"65862-375-90",351250,"N06AB"
2010,04,"65862-390-10",104894,"A04AA"
2010,04,"65862-390-19",104894,"A04AA"
2010,04,"65862-390-30",104894,"A04AA"
2010,04,"65862-391-10",312087,"A04AA"
2010,04,"65862-391-30",312087,"A04AA"
2010,04,"65862-391-66",312087,"A04AA"
2010,04,"65862-404-01",313582,"N06AX"
2010,04,"65862-404-10",313582,"N06AX"
2010,04,"65862-404-30",313582,"N06AX"
2010,04,"65862-404-60",313582,"N06AX"
2010,04,"65862-404-71",313582,"N06AX"
2010,04,"65862-404-90",313582,"N06AX"
2010,04,"65862-404-99",313582,"N06AX"
2010,04,"65862-405-01",313584,"N06AX"
2010,04,"65862-405-10",313584,"N06AX"
2010,04,"65862-405-30",313584,"N06AX"
2010,04,"65862-405-60",313584,"N06AX"
2010,04,"65862-405-66",313584,"N06AX"
2010,04,"65862-405-90",313584,"N06AX"
2010,04,"65862-405-99",313584,"N06AX"
2010,04,"65862-406-01",314277,"N06AX"
2010,04,"65862-406-10",314277,"N06AX"
2010,04,"65862-406-30",314277,"N06AX"
2010,04,"65862-406-59",314277,"N06AX"
2010,04,"65862-406-90",314277,"N06AX"
2010,04,"65862-406-99",314277,"N06AX"
2010,04,"65862-407-01",313586,"N06AX"
2010,04,"65862-407-10",313586,"N06AX"
2010,04,"65862-407-30",313586,"N06AX"
2010,04,"65862-407-71",313586,"N06AX"
2010,04,"65862-407-90",313586,"N06AX"
2010,04,"65862-407-99",313586,"N06AX"
2010,04,"65862-408-01",313580,"N06AX"
2010,04,"65862-408-10",313580,"N06AX"
2010,04,"65862-408-20",313580,"N06AX"
2010,04,"65862-408-66",313580,"N06AX"
2010,04,"65862-408-90",313580,"N06AX"
2010,04,"65862-408-99",313580,"N06AX"
2010,02,"65862-419-01",198334,"J01EC"
2010,02,"65862-419-01",198334,"J01EA"
2010,02,"65862-419-01",198334,"J01EE"
2010,02,"65862-419-05",198334,"J01EC"
2010,02,"65862-419-05",198334,"J01EA"
2010,02,"65862-419-05",198334,"J01EE"
2010,02,"65862-419-20",198334,"J01EC"
2010,02,"65862-419-20",198334,"J01EA"
2010,02,"65862-419-20",198334,"J01EE"
2010,02,"65862-419-39",198334,"J01EC"
2010,02,"65862-419-39",198334,"J01EA"
2010,02,"65862-419-39",198334,"J01EE"
2010,02,"65862-419-99",198334,"J01EC"
2010,02,"65862-419-99",198334,"J01EA"
2010,02,"65862-419-99",198334,"J01EE"
2010,02,"65862-420-01",198335,"J01EC"
2010,02,"65862-420-01",198335,"J01EA"
2010,02,"65862-420-01",198335,"J01EE"
2010,02,"65862-420-05",198335,"J01EC"
2010,02,"65862-420-05",198335,"J01EA"
2010,02,"65862-420-05",198335,"J01EE"
2010,02,"65862-420-15",198335,"J01EC"
2010,02,"65862-420-15",198335,"J01EA"
2010,02,"65862-420-15",198335,"J01EE"
2010,02,"65862-420-20",198335,"J01EC"
2010,02,"65862-420-20",198335,"J01EA"
2010,02,"65862-420-20",198335,"J01EE"
2010,02,"65862-420-99",198335,"J01EC"
2010,02,"65862-420-99",198335,"J01EA"
2010,02,"65862-420-99",198335,"J01EE"
2018,01,"65862-421-30",349251,"J05AF"
2010,02,"65862-422-12",1014673,"R06AE"
2010,02,"65862-422-24",1014673,"R06AE"
2010,02,"65862-422-48",1014673,"R06AE"
2010,07,"65862-431-74",705610,"A02BA"
2010,02,"65862-443-12",1014673,"R06AE"
2010,02,"65862-443-24",1014673,"R06AE"
2010,02,"65862-443-48",1014673,"R06AE"
2010,05,"65862-448-01",313565,"J05AB"
2010,05,"65862-448-05",313565,"J05AB"
2010,05,"65862-448-10",313565,"J05AB"
2010,05,"65862-448-30",313565,"J05AB"
2010,05,"65862-448-35",313565,"J05AB"
2010,05,"65862-448-90",313565,"J05AB"
2010,05,"65862-449-01",313564,"J05AB"
2010,05,"65862-449-05",313564,"J05AB"
2010,05,"65862-449-15",313564,"J05AB"
2010,05,"65862-449-30",313564,"J05AB"
2010,05,"65862-449-90",313564,"J05AB"
2013,12,"65862-451-60",596926,"N06AX"
2013,12,"65862-451-71",596926,"N06AX"
2013,12,"65862-451-78",596926,"N06AX"
2013,12,"65862-451-99",596926,"N06AX"
2013,12,"65862-452-30",596930,"N06AX"
2013,12,"65862-452-59",596930,"N06AX"
2013,12,"65862-452-78",596930,"N06AX"
2013,12,"65862-452-90",596930,"N06AX"
2013,12,"65862-452-99",596930,"N06AX"
2013,12,"65862-453-30",596934,"N06AX"
2013,12,"65862-453-39",596934,"N06AX"
2013,12,"65862-453-78",596934,"N06AX"
2013,12,"65862-453-90",596934,"N06AX"
2013,12,"65862-453-99",596934,"N06AX"
2011,06,"65862-454-60",433798,"N05BA"
2011,06,"65862-454-71",433798,"N05BA"
2011,06,"65862-454-99",433798,"N05BA"
2011,06,"65862-455-60",433800,"N05BA"
2011,06,"65862-455-71",433800,"N05BA"
2011,06,"65862-455-99",433800,"N05BA"
2011,06,"65862-456-60",433799,"N05BA"
2011,06,"65862-456-71",433799,"N05BA"
2011,06,"65862-456-99",433799,"N05BA"
